transaction_id,customer_id,amount,customer_tenure_months,previous_successes,previous_failures,days_since_last_payment,checkout_duration_minutes,checkout_started,checkout_completed,subscription_active,days_overdue,previous_recovery_success,failure_reason,recovered
TXN_100576,CUST_1076,7609.55,40,7,5,21,14.47,1,1,1,25,1,authentication_failure,1
TXN_100577,CUST_1077,46351.4,44,7,0,5,5.37,1,1,0,19,0,network_error,1
TXN_100578,CUST_1078,24758.18,19,14,2,25,17.62,0,1,0,43,1,bank_declined,1
TXN_100579,CUST_1079,13134.75,12,12,1,38,16.36,0,0,0,8,0,expired_card,0
TXN_100580,CUST_1080,23119.05,8,6,1,11,19.18,1,1,0,14,1,authentication_failure,1
TXN_100581,CUST_1081,49007.62,8,7,5,13,17.73,1,1,1,8,0,bank_declined,1
TXN_100582,CUST_1082,24783.12,53,12,0,21,18.7,1,1,1,6,0,none,1
TXN_100583,CUST_1083,16638.96,45,5,3,50,17.25,1,1,0,25,0,temporary_failure,1
TXN_100584,CUST_1084,31780.02,12,1,1,22,14.02,1,1,1,23,0,none,1
TXN_100585,CUST_1085,12235.24,48,1,3,47,3.82,1,1,1,11,0,none,1
TXN_100586,CUST_1086,4070.41,33,7,3,70,5.8,1,0,1,59,0,authentication_failure,0
TXN_100587,CUST_1087,6705.32,45,10,4,49,4.65,1,0,0,19,1,authentication_failure,0
TXN_100588,CUST_1088,6663.88,26,0,0,88,12.27,1,1,0,55,1,bank_declined,0
TXN_100589,CUST_1089,7849.56,39,5,3,12,10.32,1,1,1,13,0,none,0
TXN_100590,CUST_1090,7199.71,28,12,0,84,17.41,0,0,1,21,1,temporary_failure,1
TXN_100591,CUST_1091,32151.47,58,5,4,9,19.08,1,1,1,15,0,network_error,1
TXN_100592,CUST_1092,9339.44,5,10,0,54,8.39,1,1,1,28,1,expired_card,1
TXN_100593,CUST_1093,17479.66,8,3,1,8,10.37,0,1,0,31,1,none,1
TXN_100594,CUST_1094,44870.38,25,11,3,78,19.44,1,0,1,18,0,none,0
TXN_100595,CUST_1095,23855.89,27,10,0,51,5.89,1,1,0,54,1,network_error,1
TXN_100596,CUST_1096,33477.62,46,12,2,1,15.95,1,1,1,34,1,temporary_failure,1
TXN_100597,CUST_1097,8864.3,23,14,0,24,4.89,1,1,1,42,0,bank_declined,1
TXN_100598,CUST_1098,9856.76,30,10,3,12,13.79,1,0,1,31,1,temporary_failure,1
TXN_100599,CUST_1099,2331.17,45,12,4,50,5.45,0,1,1,54,1,none,1
TXN_100600,CUST_1100,8696.07,47,9,4,57,17.73,0,1,1,52,0,none,0
TXN_100601,CUST_1101,14145.94,23,2,3,33,11.45,1,1,0,19,1,none,1
TXN_100602,CUST_1102,9097.42,49,12,1,34,4.13,0,1,0,50,1,expired_card,1
TXN_100603,CUST_1103,4708.52,47,10,1,2,4.88,1,0,1,39,0,authentication_failure,1
TXN_100604,CUST_1104,6295.6,20,2,4,58,10.13,1,1,0,19,0,temporary_failure,0
TXN_100605,CUST_1105,23200.7,18,14,4,69,19.25,1,1,0,7,0,bank_declined,1
TXN_100606,CUST_1106,10554.79,18,14,3,47,15.51,1,1,0,57,1,temporary_failure,1
TXN_100607,CUST_1107,18404.21,2,12,1,63,10.02,1,0,1,34,1,expired_card,0
TXN_100608,CUST_1108,25319.84,4,12,4,18,7.09,1,1,0,41,0,temporary_failure,1
TXN_100609,CUST_1109,34612.62,30,0,1,66,11.21,1,1,1,12,1,expired_card,0
TXN_100610,CUST_1110,2253.81,33,2,4,81,15.09,1,1,1,40,1,expired_card,0
TXN_100611,CUST_1111,40030.7,36,3,0,72,15.79,1,1,1,5,1,authentication_failure,0
TXN_100612,CUST_1112,31506.65,18,10,2,75,6.83,1,1,0,46,0,temporary_failure,1
TXN_100613,CUST_1113,4363.42,37,10,5,4,14.56,1,1,1,15,0,bank_declined,1
TXN_100614,CUST_1114,43716.86,19,4,0,66,13.33,1,1,1,4,1,bank_declined,0
TXN_100615,CUST_1115,46067.36,47,2,5,10,19.2,1,1,1,52,0,expired_card,0
TXN_100616,CUST_1116,3335.57,28,5,4,67,18.66,1,1,1,44,1,temporary_failure,0
TXN_100617,CUST_1117,14060.82,40,10,2,68,15.89,1,1,1,50,1,none,1
TXN_100618,CUST_1118,40368.2,20,13,2,0,14.61,1,0,0,33,0,none,1
TXN_100619,CUST_1119,37488.51,49,14,4,62,5.84,1,0,1,5,1,insufficient_funds,0
TXN_100620,CUST_1120,9470.69,33,11,4,28,17.0,1,1,0,58,0,expired_card,0
TXN_100621,CUST_1121,10704.66,12,4,1,81,8.84,1,1,0,32,0,expired_card,1
TXN_100622,CUST_1122,18712.46,58,2,4,11,5.81,1,0,1,14,0,none,0
TXN_100623,CUST_1123,24380.79,51,5,3,76,7.99,1,0,0,14,0,insufficient_funds,0
TXN_100624,CUST_1124,31027.26,15,5,4,40,16.8,1,0,0,13,0,temporary_failure,0
TXN_100625,CUST_1125,18635.01,41,14,3,1,3.4,1,1,1,38,1,insufficient_funds,1
TXN_100626,CUST_1126,23287.98,39,13,4,36,9.4,1,1,1,4,1,bank_declined,0
TXN_100627,CUST_1127,37449.31,2,7,1,44,10.1,0,0,0,51,0,none,1
TXN_100628,CUST_1128,2123.16,29,1,3,79,1.21,1,1,1,56,1,none,0
TXN_100629,CUST_1129,12846.12,41,0,0,47,4.32,1,1,0,25,0,none,0
TXN_100630,CUST_1130,35753.47,10,3,3,23,16.62,1,1,0,47,0,temporary_failure,0
TXN_100631,CUST_1131,44791.78,2,6,1,21,16.7,0,1,0,16,1,temporary_failure,0
TXN_100632,CUST_1132,25730.37,51,14,5,10,6.2,0,0,0,42,1,expired_card,1
TXN_100633,CUST_1133,26746.04,11,10,3,57,17.56,1,1,0,46,1,insufficient_funds,1
TXN_100634,CUST_1134,5626.45,13,9,4,45,15.55,1,0,0,51,0,bank_declined,0
TXN_100635,CUST_1135,22536.39,10,2,4,28,8.65,1,0,1,15,1,network_error,0
TXN_100636,CUST_1136,26771.08,14,2,5,34,15.09,1,1,1,34,1,temporary_failure,0
TXN_100637,CUST_1137,12350.78,18,4,1,14,19.25,0,0,1,37,1,network_error,1
TXN_100638,CUST_1138,13681.39,51,4,2,59,9.45,1,1,1,52,0,bank_declined,0
TXN_100639,CUST_1139,19051.02,54,12,4,41,5.15,1,0,0,22,0,network_error,1
TXN_100640,CUST_1140,1297.54,9,9,0,42,18.87,1,0,1,12,1,none,1
TXN_100641,CUST_1141,16307.33,57,2,1,79,12.27,1,1,1,32,1,temporary_failure,0
TXN_100642,CUST_1142,10808.97,39,8,3,73,2.55,0,1,0,28,0,none,1
TXN_100643,CUST_1143,16576.62,28,3,3,48,11.67,1,1,0,52,0,network_error,1
TXN_100644,CUST_1144,6252.18,3,12,0,63,10.26,1,1,1,45,0,none,1
TXN_100645,CUST_1145,44559.21,20,12,4,31,17.18,1,1,1,33,0,insufficient_funds,0
TXN_100646,CUST_1146,29801.54,6,14,1,63,10.85,1,1,1,33,0,network_error,1
TXN_100647,CUST_1147,34051.39,27,2,0,1,5.48,1,1,0,26,0,bank_declined,1
TXN_100648,CUST_1148,39521.81,53,10,4,23,13.68,1,0,0,14,0,none,1
TXN_100649,CUST_1149,25072.58,2,1,1,86,11.08,1,0,1,58,0,network_error,1
TXN_100650,CUST_1150,4619.94,29,9,3,65,5.04,1,1,1,49,0,authentication_failure,1
TXN_100651,CUST_1151,26994.2,38,12,1,37,11.69,1,0,0,8,0,none,1
TXN_100652,CUST_1152,29466.0,3,10,5,30,16.52,1,0,0,25,0,bank_declined,0
TXN_100653,CUST_1153,37348.34,16,8,2,25,1.06,1,0,1,2,1,insufficient_funds,1
TXN_100654,CUST_1154,21753.48,30,3,1,28,12.8,1,0,1,35,0,network_error,1
TXN_100655,CUST_1155,6640.74,40,2,2,66,7.32,1,0,0,46,1,network_error,1
TXN_100656,CUST_1156,14403.66,2,6,1,77,6.21,1,0,1,4,0,bank_declined,0
TXN_100657,CUST_1157,18345.19,17,7,2,24,8.16,1,0,1,19,1,authentication_failure,1
TXN_100658,CUST_1158,32402.09,41,10,5,47,7.17,0,0,1,19,0,none,0
TXN_100659,CUST_1159,28667.68,12,13,3,64,16.73,1,1,0,4,0,none,1
TXN_100660,CUST_1160,17998.01,35,1,4,52,5.86,1,0,0,9,0,temporary_failure,1
TXN_100661,CUST_1161,49329.81,43,6,2,66,14.8,1,1,1,15,1,insufficient_funds,1
TXN_100662,CUST_1162,30407.01,1,11,5,89,2.33,1,1,0,24,0,none,0
TXN_100663,CUST_1163,12090.17,55,4,2,17,19.05,1,1,1,43,0,expired_card,1
TXN_100664,CUST_1164,5358.59,45,14,3,8,12.64,1,1,1,24,0,none,1
TXN_100665,CUST_1165,7897.1,15,10,2,37,14.28,1,1,0,29,1,bank_declined,1
TXN_100666,CUST_1166,12524.1,26,4,5,86,6.31,1,0,1,13,0,none,0
TXN_100667,CUST_1167,8285.86,37,2,5,20,8.54,1,1,1,21,0,expired_card,1
TXN_100668,CUST_1168,9572.38,21,4,0,64,4.86,1,0,1,42,0,insufficient_funds,1
TXN_100669,CUST_1169,14469.23,49,11,3,20,18.68,1,1,0,27,0,network_error,0
TXN_100670,CUST_1170,8916.67,31,1,0,26,10.02,1,1,1,29,1,network_error,1
TXN_100671,CUST_1171,44869.24,25,3,3,69,12.79,1,0,0,18,0,authentication_failure,0
TXN_100672,CUST_1172,4287.62,23,5,2,43,14.82,1,1,1,37,0,none,1
TXN_100673,CUST_1173,26368.22,24,0,5,27,7.74,1,1,1,41,1,none,0
TXN_100674,CUST_1174,20696.72,57,9,0,44,14.54,1,0,0,19,1,none,0
TXN_100675,CUST_1175,49124.22,38,3,2,16,13.68,0,1,1,34,0,none,0
TXN_100676,CUST_1176,5868.33,28,5,5,39,14.26,1,1,1,21,1,authentication_failure,1
TXN_100677,CUST_1177,20073.42,21,8,3,2,10.04,1,1,0,14,0,bank_declined,1
TXN_100678,CUST_1178,48482.68,54,13,5,75,7.97,0,0,0,10,0,none,0
TXN_100679,CUST_1179,43315.7,43,10,2,75,4.83,1,0,1,53,1,authentication_failure,0
TXN_100680,CUST_1180,40908.48,18,10,0,65,16.58,1,1,0,33,1,insufficient_funds,1
TXN_100681,CUST_1181,13117.77,36,12,0,45,12.36,1,1,0,56,0,authentication_failure,1
TXN_100682,CUST_1182,8793.11,35,1,5,85,9.16,1,1,1,23,0,temporary_failure,0
TXN_100683,CUST_1183,33531.57,45,10,2,86,18.91,1,1,1,5,0,expired_card,0
TXN_100684,CUST_1184,46489.99,55,6,1,29,1.43,1,0,1,16,0,bank_declined,1
TXN_100685,CUST_1185,27971.12,9,5,3,68,17.08,1,1,0,27,0,insufficient_funds,0
TXN_100686,CUST_1186,28709.15,53,1,3,8,19.95,1,1,0,49,0,none,0
TXN_100687,CUST_1187,14214.96,38,7,2,84,17.8,1,1,0,30,1,none,1
TXN_100688,CUST_1188,38543.8,58,6,1,10,16.3,1,0,1,35,1,none,0
TXN_100689,CUST_1189,9596.07,30,10,0,68,7.8,0,0,1,54,0,network_error,1
TXN_100690,CUST_1190,16386.86,44,4,4,65,5.01,0,1,0,8,0,none,0
TXN_100691,CUST_1191,21444.19,34,11,4,87,14.83,1,0,0,9,0,none,1
TXN_100692,CUST_1192,25528.24,32,4,2,30,6.44,1,1,1,20,0,network_error,1
TXN_100693,CUST_1193,12347.76,3,6,1,32,3.93,1,0,1,57,0,none,1
TXN_100694,CUST_1194,6007.39,3,8,1,38,15.84,1,0,0,33,1,insufficient_funds,1
TXN_100695,CUST_1195,30647.82,28,10,3,45,6.59,1,0,1,30,0,none,1
TXN_100696,CUST_1196,14644.94,44,14,0,36,18.33,1,1,0,28,1,bank_declined,0
TXN_100697,CUST_1197,29187.54,15,8,5,59,16.89,1,1,1,42,1,authentication_failure,0
TXN_100698,CUST_1198,7971.83,41,8,1,30,17.03,1,1,1,42,0,temporary_failure,1
TXN_100699,CUST_1199,24212.66,23,5,5,10,15.55,0,1,1,10,0,network_error,1
TXN_100700,CUST_1200,26769.69,40,9,4,86,17.68,1,0,0,32,1,network_error,1
TXN_100701,CUST_1201,2875.63,11,5,5,1,16.21,1,0,0,57,1,none,0
TXN_100702,CUST_1202,17029.23,48,2,0,26,12.25,1,1,1,45,1,none,1
TXN_100703,CUST_1203,6980.41,32,0,0,1,6.27,1,1,0,0,0,none,1
TXN_100704,CUST_1204,3449.74,58,6,5,20,17.82,1,1,1,20,0,bank_declined,0
TXN_100705,CUST_1205,49501.02,59,3,2,57,16.89,1,1,1,22,0,none,1
TXN_100706,CUST_1206,16320.99,57,0,1,4,9.72,1,1,1,56,1,authentication_failure,0
TXN_100707,CUST_1207,40550.76,54,14,2,51,1.26,1,0,1,8,1,none,1
TXN_100708,CUST_1208,12955.64,36,7,5,44,12.95,1,1,1,55,1,insufficient_funds,1
TXN_100709,CUST_1209,34170.69,33,11,1,84,1.49,1,0,1,0,0,authentication_failure,1
TXN_100710,CUST_1210,38083.32,24,5,3,19,18.56,1,1,0,20,1,none,1
TXN_100711,CUST_1211,29903.25,39,5,2,60,19.25,1,1,0,21,0,none,0
TXN_100712,CUST_1212,23737.34,34,1,2,37,4.2,1,0,0,53,0,expired_card,1
TXN_100713,CUST_1213,20768.49,56,14,5,19,13.69,1,1,0,3,0,none,1
TXN_100714,CUST_1214,17638.75,28,0,4,24,2.3,1,0,1,0,1,temporary_failure,1
TXN_100715,CUST_1215,46497.6,37,12,5,1,14.73,1,1,1,50,1,expired_card,1
TXN_100716,CUST_1216,41581.78,7,13,2,31,7.27,1,1,1,9,0,network_error,1
TXN_100717,CUST_1217,48261.84,4,13,1,25,13.78,1,1,1,14,1,temporary_failure,1
TXN_100718,CUST_1218,6477.57,37,1,4,69,7.77,1,1,1,51,0,temporary_failure,1
TXN_100719,CUST_1219,36624.11,56,3,5,40,3.34,1,0,1,35,0,temporary_failure,1
TXN_100720,CUST_1220,46935.52,1,1,5,66,8.42,1,1,0,28,0,expired_card,0
TXN_100721,CUST_1221,9307.28,1,0,2,0,2.7,1,1,1,51,0,temporary_failure,0
TXN_100722,CUST_1222,3604.86,47,6,2,50,11.75,1,1,0,45,0,authentication_failure,0
TXN_100723,CUST_1223,37133.7,20,10,3,4,1.3,1,0,1,4,0,bank_declined,0
TXN_100724,CUST_1224,28851.31,19,10,5,12,10.78,1,0,0,28,1,network_error,1
TXN_100725,CUST_1225,42138.89,29,14,2,18,17.78,1,0,1,46,0,expired_card,1
TXN_100726,CUST_1226,7246.69,10,11,0,11,16.84,1,1,1,46,1,expired_card,1
TXN_100727,CUST_1227,39824.79,18,7,4,47,17.71,1,0,1,26,0,authentication_failure,1
TXN_100728,CUST_1228,10320.88,28,5,0,24,18.48,1,1,1,24,1,authentication_failure,1
TXN_100729,CUST_1229,8433.7,35,3,4,56,2.54,1,1,1,15,1,bank_declined,1
TXN_100730,CUST_1230,8464.01,43,13,5,34,3.01,1,1,0,15,1,none,0
TXN_100731,CUST_1231,40784.36,47,5,3,75,11.36,1,1,0,35,0,bank_declined,0
TXN_100732,CUST_1232,33360.3,31,2,2,4,17.93,1,0,1,24,1,insufficient_funds,1
TXN_100733,CUST_1233,26296.35,27,11,2,21,19.5,1,1,0,40,0,none,1
TXN_100734,CUST_1234,18133.88,11,7,2,76,1.4,1,1,1,0,1,bank_declined,1
TXN_100735,CUST_1235,43896.87,49,9,5,56,7.44,0,1,1,4,0,none,0
TXN_100736,CUST_1236,19804.52,49,13,4,46,4.65,1,1,0,40,0,bank_declined,0
TXN_100737,CUST_1237,40884.99,38,12,2,53,15.24,1,0,0,19,0,expired_card,1
TXN_100738,CUST_1238,22125.0,5,12,0,2,12.98,1,1,0,4,1,temporary_failure,1
TXN_100739,CUST_1239,19034.14,8,1,2,52,2.84,1,1,0,35,0,bank_declined,1
TXN_100740,CUST_1240,23295.19,34,4,5,83,9.93,1,1,1,28,1,bank_declined,0
TXN_100741,CUST_1241,15278.48,48,0,3,30,13.87,1,0,1,47,1,none,0
TXN_100742,CUST_1242,37456.19,52,5,0,68,15.69,1,0,1,33,1,none,0
TXN_100743,CUST_1243,25285.2,56,1,2,87,0.89,1,1,0,57,0,authentication_failure,0
TXN_100744,CUST_1244,11840.97,12,3,2,32,17.86,1,1,1,47,1,none,1
TXN_100745,CUST_1245,45008.86,38,5,1,71,11.6,1,1,0,17,0,expired_card,1
TXN_100746,CUST_1246,19379.39,1,9,4,87,16.33,1,1,1,1,0,none,1
TXN_100747,CUST_1247,27314.58,31,10,0,49,16.25,1,1,1,15,1,none,1
TXN_100748,CUST_1248,45351.66,4,7,1,83,4.2,1,0,1,28,1,temporary_failure,1
TXN_100749,CUST_1249,31324.63,49,11,3,15,2.65,1,0,1,32,1,expired_card,1
TXN_100750,CUST_1250,6109.83,45,7,4,75,14.57,1,1,0,15,0,network_error,0
TXN_100751,CUST_1251,47009.66,50,10,0,76,3.55,1,1,0,34,0,temporary_failure,1
TXN_100752,CUST_1252,31497.09,5,5,2,38,17.07,1,1,1,46,0,insufficient_funds,1
TXN_100753,CUST_1253,16944.81,30,3,0,88,14.66,1,1,0,42,0,none,0
TXN_100754,CUST_1254,7221.82,56,7,2,45,16.92,1,1,0,41,0,none,1
TXN_100755,CUST_1255,39763.05,24,12,4,87,6.33,1,1,0,16,0,none,1
TXN_100756,CUST_1256,31117.62,59,7,2,46,6.67,1,0,0,3,1,none,1
TXN_100757,CUST_1257,26813.02,3,9,3,43,13.59,1,0,1,48,1,none,1
TXN_100758,CUST_1258,44726.46,11,13,5,8,1.11,0,0,1,3,1,temporary_failure,0
TXN_100759,CUST_1259,39493.28,45,0,2,86,14.67,1,1,0,50,1,insufficient_funds,0
TXN_100760,CUST_1260,7838.24,4,3,3,49,16.8,1,1,0,24,0,temporary_failure,1
TXN_100761,CUST_1261,15792.59,26,3,5,76,8.6,1,0,1,32,0,temporary_failure,0
TXN_100762,CUST_1262,12649.91,27,6,4,59,15.42,1,0,1,13,1,insufficient_funds,0
TXN_100763,CUST_1263,37274.13,46,13,4,14,3.9,1,1,1,23,0,authentication_failure,1
TXN_100764,CUST_1264,1966.56,54,13,0,35,6.78,1,1,1,10,0,none,1
TXN_100765,CUST_1265,28623.52,43,10,3,62,19.5,1,1,1,24,0,none,1
TXN_100766,CUST_1266,38194.2,27,6,3,68,19.73,1,1,1,27,0,network_error,1
TXN_100767,CUST_1267,43875.25,42,12,1,85,10.5,1,1,1,6,1,none,0
TXN_100768,CUST_1268,17301.46,51,10,1,79,18.72,1,0,0,48,1,authentication_failure,0
TXN_100769,CUST_1269,41116.49,50,14,5,40,10.69,1,0,1,35,1,none,1
TXN_100770,CUST_1270,5798.4,6,7,5,73,6.19,1,1,0,9,0,authentication_failure,0
TXN_100771,CUST_1271,42368.68,59,10,1,23,5.7,1,1,1,48,0,insufficient_funds,1
TXN_100772,CUST_1272,6636.19,15,4,5,81,18.63,1,0,1,35,1,none,0
TXN_100773,CUST_1273,20045.18,53,6,2,48,3.86,1,1,1,30,0,bank_declined,1
TXN_100774,CUST_1274,39925.58,30,7,1,17,11.8,0,0,0,18,0,authentication_failure,1
TXN_100775,CUST_1275,7750.9,42,14,3,6,11.33,1,1,1,17,1,bank_declined,1
TXN_100776,CUST_1276,11693.79,37,8,2,3,14.92,0,0,0,48,1,expired_card,1
TXN_100777,CUST_1277,36195.95,58,2,5,89,10.24,1,1,0,5,1,none,1
TXN_100778,CUST_1278,36085.82,37,2,4,68,5.81,1,0,0,27,0,temporary_failure,0
TXN_100779,CUST_1279,32165.04,42,3,0,59,3.8,1,1,0,6,0,none,1
TXN_100780,CUST_1280,34789.24,37,4,1,54,12.61,1,0,1,37,1,temporary_failure,1
TXN_100781,CUST_1281,27273.4,35,9,4,15,14.52,0,1,1,56,0,bank_declined,0
TXN_100782,CUST_1282,12814.41,23,0,5,89,11.61,1,1,1,11,1,temporary_failure,0
TXN_100783,CUST_1283,17481.09,6,14,3,81,14.9,1,0,0,40,0,none,0
TXN_100784,CUST_1284,9325.41,4,14,0,28,3.26,1,0,0,49,1,temporary_failure,1
TXN_100785,CUST_1285,45449.99,18,6,4,22,17.71,1,1,1,33,1,network_error,1
TXN_100786,CUST_1286,29294.57,9,8,0,13,11.86,1,1,1,24,0,insufficient_funds,1
TXN_100787,CUST_1287,20222.32,49,7,1,78,2.97,1,0,1,16,0,temporary_failure,0
TXN_100788,CUST_1288,23261.69,29,14,5,48,9.51,1,0,1,52,1,none,0
TXN_100789,CUST_1289,47379.98,13,14,3,32,16.97,1,0,1,32,1,insufficient_funds,1
TXN_100790,CUST_1290,7921.56,59,4,5,24,18.0,1,0,0,22,0,insufficient_funds,0
TXN_100791,CUST_1291,29435.62,47,13,0,20,5.66,1,1,0,8,1,insufficient_funds,1
TXN_100792,CUST_1292,25442.67,52,13,4,16,14.37,1,1,1,5,0,network_error,1
TXN_100793,CUST_1293,30689.28,17,3,1,22,2.45,1,1,0,1,0,expired_card,0
TXN_100794,CUST_1294,1200.08,45,11,1,56,1.15,1,1,1,37,0,temporary_failure,1
TXN_100795,CUST_1295,43644.56,32,6,5,80,11.43,1,1,0,8,1,insufficient_funds,1
TXN_100796,CUST_1296,46626.28,48,4,4,57,14.05,1,1,1,2,0,bank_declined,0
TXN_100797,CUST_1297,28387.12,22,6,4,13,16.02,1,0,1,15,0,bank_declined,1
TXN_100798,CUST_1298,34923.55,4,11,0,19,7.13,1,1,0,24,1,none,1
TXN_100799,CUST_1299,46148.22,5,0,5,29,0.63,1,1,1,23,0,none,0
TXN_100800,CUST_1300,35449.76,37,0,5,18,9.85,1,0,1,46,0,network_error,0
TXN_100801,CUST_1301,7881.19,41,9,2,52,0.81,1,0,1,28,0,bank_declined,1
TXN_100802,CUST_1302,28941.53,49,13,5,55,2.29,1,0,1,43,1,expired_card,0
TXN_100803,CUST_1303,30453.74,13,12,1,76,6.87,1,0,0,54,0,none,1
TXN_100804,CUST_1304,21379.29,34,2,0,81,9.02,1,1,1,39,1,network_error,1
TXN_100805,CUST_1305,36901.28,45,13,4,22,5.95,1,1,0,25,1,none,1
TXN_100806,CUST_1306,46738.04,22,10,5,61,11.85,1,1,0,37,1,none,0
TXN_100807,CUST_1307,46300.76,53,1,0,32,1.58,1,0,0,34,1,network_error,0
TXN_100808,CUST_1308,22706.72,59,1,5,17,3.32,0,1,0,22,0,bank_declined,0
TXN_100809,CUST_1309,5927.93,23,6,4,72,14.06,1,0,0,3,0,none,0
TXN_100810,CUST_1310,49246.61,51,11,3,32,3.27,0,1,1,58,1,insufficient_funds,1
TXN_100811,CUST_1311,41993.23,3,9,4,31,12.98,1,1,1,41,1,none,0
TXN_100812,CUST_1312,6495.74,42,1,4,60,1.57,1,0,0,13,0,none,0
TXN_100813,CUST_1313,46065.84,34,10,4,53,8.44,1,1,0,52,0,none,0
TXN_100814,CUST_1314,43533.85,32,3,5,16,3.96,1,1,1,55,0,authentication_failure,1
TXN_100815,CUST_1315,26086.25,45,1,2,18,2.64,1,0,0,46,0,insufficient_funds,0
TXN_100816,CUST_1316,29686.39,51,5,4,69,11.56,1,0,0,38,0,temporary_failure,0
TXN_100817,CUST_1317,20130.43,58,7,1,33,18.6,1,1,1,6,0,none,0
TXN_100818,CUST_1318,3021.65,49,9,1,83,1.57,1,0,0,7,0,none,1
TXN_100819,CUST_1319,16959.3,21,3,0,24,8.72,1,1,0,41,0,expired_card,0
TXN_100820,CUST_1320,40201.82,46,14,2,67,14.3,1,1,1,50,0,temporary_failure,1
TXN_100821,CUST_1321,530.21,44,4,0,73,9.52,1,0,1,18,1,none,1
TXN_100822,CUST_1322,16874.91,21,3,1,73,16.23,1,0,0,1,1,none,0
TXN_100823,CUST_1323,20088.98,44,2,1,87,4.0,1,1,1,46,1,bank_declined,0
TXN_100824,CUST_1324,27008.56,11,4,3,84,19.21,1,1,1,0,0,network_error,1
TXN_100825,CUST_1325,46016.82,39,13,4,10,8.01,1,1,0,41,0,none,1
TXN_100826,CUST_1326,17513.4,4,8,1,15,7.16,1,1,0,37,1,none,1
TXN_100827,CUST_1327,17543.57,51,7,5,89,17.55,1,1,0,53,1,none,1
TXN_100828,CUST_1328,36953.81,1,7,5,60,11.5,1,0,0,12,0,temporary_failure,1
TXN_100829,CUST_1329,22775.23,28,7,0,79,10.57,1,1,0,41,0,network_error,1
TXN_100830,CUST_1330,11462.86,24,11,0,6,14.68,1,1,0,43,0,expired_card,1
TXN_100831,CUST_1331,22786.24,35,7,4,15,11.81,1,1,0,23,0,none,0
TXN_100832,CUST_1332,7300.59,13,6,4,15,3.67,1,1,1,31,0,none,0
TXN_100833,CUST_1333,9066.43,47,7,3,39,13.65,1,1,1,29,1,none,1
TXN_100834,CUST_1334,25068.88,34,10,2,11,3.1,1,1,1,5,0,authentication_failure,1
TXN_100835,CUST_1335,21120.59,11,13,0,34,16.21,1,0,1,37,1,none,1
TXN_100836,CUST_1336,45767.84,36,7,4,20,19.8,1,1,1,32,1,bank_declined,0
TXN_100837,CUST_1337,18310.98,51,12,0,49,7.86,1,0,1,43,1,bank_declined,1
TXN_100838,CUST_1338,29155.24,17,13,4,42,9.17,1,0,0,54,1,insufficient_funds,0
TXN_100839,CUST_1339,31723.54,35,7,1,16,1.41,1,1,0,22,1,none,1
TXN_100840,CUST_1340,950.79,18,11,0,31,0.77,1,0,1,9,0,none,0
TXN_100841,CUST_1341,33277.81,40,9,1,40,18.47,1,1,0,56,1,insufficient_funds,1
TXN_100842,CUST_1342,9148.39,22,6,0,5,3.01,1,1,0,45,1,temporary_failure,1
TXN_100843,CUST_1343,48065.19,57,11,2,87,9.19,1,0,1,14,0,none,0
TXN_100844,CUST_1344,7688.54,24,0,3,26,16.4,1,1,1,59,1,network_error,1
TXN_100845,CUST_1345,20906.82,58,3,5,19,17.84,1,1,1,22,1,none,1
TXN_100846,CUST_1346,4541.88,19,12,5,24,10.63,1,1,0,55,1,insufficient_funds,0
TXN_100847,CUST_1347,49844.65,37,12,5,65,11.52,1,1,0,35,0,temporary_failure,1
TXN_100848,CUST_1348,25259.09,39,3,1,8,13.56,1,1,1,56,0,authentication_failure,0
TXN_100849,CUST_1349,29890.64,21,4,4,52,19.25,0,0,0,0,0,temporary_failure,1
TXN_100850,CUST_1350,3633.7,8,9,5,60,12.25,0,0,0,7,0,insufficient_funds,0
TXN_100851,CUST_1351,37573.04,28,5,2,37,11.41,1,1,1,2,0,temporary_failure,1
TXN_100852,CUST_1352,10732.31,5,3,5,2,0.78,1,1,1,13,0,insufficient_funds,0
TXN_100853,CUST_1353,44933.3,17,14,0,83,2.08,0,0,1,16,1,temporary_failure,1
TXN_100854,CUST_1354,10495.44,37,1,1,69,11.75,1,1,1,33,0,none,1
TXN_100855,CUST_1355,9777.18,36,5,0,54,18.76,1,1,0,46,0,insufficient_funds,0
TXN_100856,CUST_1356,2116.52,54,14,0,0,17.4,1,1,0,5,0,bank_declined,1
TXN_100857,CUST_1357,23761.73,19,7,0,69,19.66,1,1,0,4,0,none,1
TXN_100858,CUST_1358,28372.6,27,14,3,44,10.79,1,1,1,45,0,expired_card,0
TXN_100859,CUST_1359,3565.72,53,7,3,46,15.86,0,1,1,50,0,network_error,0
TXN_100860,CUST_1360,38843.72,34,6,4,78,16.89,1,1,0,40,0,expired_card,0
TXN_100861,CUST_1361,22828.46,11,5,1,25,13.14,1,1,1,39,0,none,0
TXN_100862,CUST_1362,26362.2,54,1,2,13,7.11,1,1,0,28,0,none,0
TXN_100863,CUST_1363,22205.91,45,14,2,53,9.66,1,1,1,34,0,network_error,1
TXN_100864,CUST_1364,20217.92,47,6,2,70,17.23,1,1,1,17,0,none,1
TXN_100865,CUST_1365,28114.12,12,10,0,45,6.32,1,0,0,39,0,network_error,0
