timestamp,transaction_id,customer_id,amount,recovery_probability,diagnosis,recommended_strategy,selected_action,decision_reason,risk_level,result_status,result_message,amount_recovered,payment_link_id,payment_link_status,amount_paid,verification_status,recovery_outcome
2026-08-30T12:03:43.865218,TXN_100255,CUST_1255,27973.02,0.5421,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.867936,TXN_100256,CUST_1256,46826.89,0.4802,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.867936,TXN_100257,CUST_1257,34892.68,0.2866,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.878760,TXN_100258,CUST_1258,28632.04,0.5823,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.878760,TXN_100259,CUST_1259,5129.67,0.5362,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.884028,TXN_100260,CUST_1260,30865.86,0.0689,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.887152,TXN_100261,CUST_1261,49505.68,0.7535,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.887152,TXN_100262,CUST_1262,7262.18,0.5884,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.895696,TXN_100263,CUST_1263,26060.98,0.2957,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.901070,TXN_100264,CUST_1264,43905.44,0.1414,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.903302,TXN_100265,CUST_1265,37116.2,0.8057,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,37116.2,,,,,
2026-08-30T12:03:43.903302,TXN_100266,CUST_1266,34941.68,0.1352,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.913008,TXN_100267,CUST_1267,35213.46,0.9107,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.913008,TXN_100268,CUST_1268,18166.71,0.7955,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,18166.71,,,,,
2026-08-30T12:03:43.913008,TXN_100269,CUST_1269,14891.51,0.3294,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.913008,TXN_100270,CUST_1270,40525.25,0.1552,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.927846,TXN_100271,CUST_1271,40562.64,0.9383,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,40562.64,,,,,
2026-08-30T12:03:43.931865,TXN_100272,CUST_1272,43393.49,0.6382,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.935882,TXN_100273,CUST_1273,45688.06,0.6256,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.937889,TXN_100274,CUST_1274,25713.72,0.8844,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:43.941902,TXN_100275,CUST_1275,25225.36,0.5033,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.943650,TXN_100276,CUST_1276,39975.27,0.5293,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.943650,TXN_100277,CUST_1277,32603.21,0.4127,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.943650,TXN_100278,CUST_1278,35187.75,0.217,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.943650,TXN_100279,CUST_1279,39850.9,0.644,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.959591,TXN_100280,CUST_1280,44533.27,0.8152,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,44533.27,,,,,
2026-08-30T12:03:43.959591,TXN_100281,CUST_1281,17098.36,0.7939,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,17098.36,,,,,
2026-08-30T12:03:43.959591,TXN_100282,CUST_1282,18966.47,0.7475,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,18966.47,,,,,
2026-08-30T12:03:43.959591,TXN_100283,CUST_1283,4970.9,0.6719,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.959591,TXN_100284,CUST_1284,29040.52,0.7619,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,29040.52,,,,,
2026-08-30T12:03:43.975498,TXN_100285,CUST_1285,2086.33,0.6692,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.975498,TXN_100286,CUST_1286,23440.22,0.6322,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.975498,TXN_100287,CUST_1287,27269.44,0.6759,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.975498,TXN_100288,CUST_1288,14541.1,0.8867,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.991827,TXN_100289,CUST_1289,29664.41,0.3744,Temporary payment failure,retry,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:43.995616,TXN_100290,CUST_1290,1815.86,0.6381,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:43.999826,TXN_100291,CUST_1291,2156.2,0.8694,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:43.999826,TXN_100292,CUST_1292,41183.25,0.761,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.007844,TXN_100293,CUST_1293,18201.47,0.7889,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.007844,TXN_100294,CUST_1294,6614.91,0.5612,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.007844,TXN_100295,CUST_1295,26255.49,0.4614,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.007844,TXN_100296,CUST_1296,38568.68,0.7826,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,38568.68,,,,,
2026-08-30T12:03:44.007844,TXN_100297,CUST_1297,11026.31,0.8503,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.023795,TXN_100298,CUST_1298,31257.66,0.6707,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.023795,TXN_100299,CUST_1299,4541.77,0.8086,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.031621,TXN_100300,CUST_1300,2868.58,0.2094,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.031621,TXN_100301,CUST_1301,26708.33,0.923,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.043911,TXN_100302,CUST_1302,27169.57,0.6839,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.048919,TXN_100303,CUST_1303,31980.27,0.3576,Network-related payment failure,retry,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.052937,TXN_100304,CUST_1304,36386.74,0.348,Temporary payment failure,retry,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.056148,TXN_100305,CUST_1305,48799.85,0.6618,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.056148,TXN_100306,CUST_1306,25960.13,0.7343,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,25960.13,,,,,
2026-08-30T12:03:44.065178,TXN_100307,CUST_1307,16350.94,0.8642,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.065178,TXN_100308,CUST_1308,39820.75,0.6522,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.071779,TXN_100309,CUST_1309,13760.36,0.2698,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.071779,TXN_100310,CUST_1310,22116.88,0.925,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,22116.88,,,,,
2026-08-30T12:03:44.080872,TXN_100311,CUST_1311,4199.28,0.4033,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.080872,TXN_100312,CUST_1312,1559.93,0.3712,Temporary payment failure,retry,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.080872,TXN_100313,CUST_1313,48143.63,0.0935,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.080872,TXN_100314,CUST_1314,41848.21,0.7273,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.095572,TXN_100315,CUST_1315,34889.92,0.2325,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.097585,TXN_100316,CUST_1316,20624.96,0.549,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.101598,TXN_100317,CUST_1317,8912.73,0.2323,Authentication failure,customer_action,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.105610,TXN_100318,CUST_1318,8074.92,0.779,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.109622,TXN_100319,CUST_1319,12737.07,0.9539,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,12737.07,,,,,
2026-08-30T12:03:44.111370,TXN_100320,CUST_1320,27596.57,0.899,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,27596.57,,,,,
2026-08-30T12:03:44.113722,TXN_100321,CUST_1321,35815.42,0.3067,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.113722,TXN_100322,CUST_1322,33111.81,0.1898,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.113722,TXN_100323,CUST_1323,14212.71,0.8268,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,14212.71,,,,,
2026-08-30T12:03:44.127241,TXN_100324,CUST_1324,47756.8,0.702,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.133571,TXN_100325,CUST_1325,36973.48,0.3883,Authentication failure,customer_action,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.136685,TXN_100326,CUST_1326,27851.4,0.6441,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.139794,TXN_100327,CUST_1327,30702.52,0.5566,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.144497,TXN_100328,CUST_1328,21154.12,0.1685,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.147626,TXN_100329,CUST_1329,12612.23,0.4704,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.152330,TXN_100330,CUST_1330,17991.84,0.6575,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.155466,TXN_100331,CUST_1331,37964.95,0.3601,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.158602,TXN_100332,CUST_1332,1015.36,0.687,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.163302,TXN_100333,CUST_1333,6068.81,0.199,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.166441,TXN_100334,CUST_1334,2586.33,0.4975,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.168008,TXN_100335,CUST_1335,2324.22,0.4566,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.174271,TXN_100336,CUST_1336,42816.39,0.7567,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,42816.39,,,,,
2026-08-30T12:03:44.175449,TXN_100337,CUST_1337,35271.8,0.1554,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.183967,TXN_100338,CUST_1338,23866.44,0.4825,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.189969,TXN_100339,CUST_1339,5162.36,0.1897,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.189969,TXN_100340,CUST_1340,24733.31,0.2621,Authentication failure,customer_action,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.196668,TXN_100341,CUST_1341,23831.55,0.1044,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.196668,TXN_100342,CUST_1342,8908.13,0.8722,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.196668,TXN_100343,CUST_1343,21862.43,0.0906,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.205689,TXN_100344,CUST_1344,20105.69,0.7142,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.205689,TXN_100345,CUST_1345,30907.75,0.6772,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.205689,TXN_100346,CUST_1346,31864.15,0.7771,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.205689,TXN_100347,CUST_1347,2551.61,0.7049,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.222915,TXN_100348,CUST_1348,18918.25,0.2003,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.226057,TXN_100349,CUST_1349,31405.24,0.7265,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.231283,TXN_100350,CUST_1350,25305.87,0.7233,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,25305.87,,,,,
2026-08-30T12:03:44.233383,TXN_100351,CUST_1351,42867.55,0.4492,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.240711,TXN_100352,CUST_1352,33037.07,0.4453,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.245021,TXN_100353,CUST_1353,8397.84,0.7684,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,8397.84,,,,,
2026-08-30T12:03:44.247820,TXN_100354,CUST_1354,3807.27,0.7715,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.254710,TXN_100355,CUST_1355,32228.24,0.3611,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.254710,TXN_100356,CUST_1356,1617.61,0.5481,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.262059,TXN_100357,CUST_1357,29413.05,0.4968,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.266107,TXN_100358,CUST_1358,47029.44,0.4323,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.270121,TXN_100359,CUST_1359,28901.07,0.7667,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.274133,TXN_100360,CUST_1360,19592.05,0.829,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,19592.05,,,,,
2026-08-30T12:03:44.278304,TXN_100361,CUST_1361,32271.42,0.5206,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.278304,TXN_100362,CUST_1362,23075.17,0.7784,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,23075.17,,,,,
2026-08-30T12:03:44.286600,TXN_100363,CUST_1363,27417.15,0.5575,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.290843,TXN_100364,CUST_1364,47090.8,0.504,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.295065,TXN_100365,CUST_1365,19489.3,0.7327,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.296641,TXN_100366,CUST_1366,48071.17,0.197,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.301211,TXN_100367,CUST_1367,45295.93,0.9232,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.301211,TXN_100368,CUST_1368,10030.82,0.5655,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.301211,TXN_100369,CUST_1369,3747.26,0.3428,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.301211,TXN_100370,CUST_1370,5308.67,0.503,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.301211,TXN_100371,CUST_1371,1205.62,0.4096,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.321103,TXN_100372,CUST_1372,4993.82,0.7711,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.323109,TXN_100373,CUST_1373,34245.44,0.9513,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,34245.44,,,,,
2026-08-30T12:03:44.327132,TXN_100374,CUST_1374,3838.08,0.5607,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.331148,TXN_100375,CUST_1375,16153.09,0.6677,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.332896,TXN_100376,CUST_1376,42290.3,0.4733,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.332896,TXN_100377,CUST_1377,1456.62,0.6221,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.332896,TXN_100378,CUST_1378,40779.08,0.7743,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.332896,TXN_100379,CUST_1379,14308.18,0.7231,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.350556,TXN_100380,CUST_1380,6172.79,0.4692,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.352562,TXN_100381,CUST_1381,34927.84,0.6664,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.356574,TXN_100382,CUST_1382,31558.46,0.2366,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
